wpid,userid,ave_good_3ms,revert_count_3ms,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true,before_ave_sizediff,before_article_sizediff,before_unique_articles,before_article_count,before_edit_count,before_talk_count,before_user_count,before_usertalk_count
MyEditIsValid,23379465,0,0,0,1,2014,12/4/14,1050,10/19/17,12/4/14,1,1,1,Ferguson unrest,12/4/14,12/4/14,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.448173139,0,0,1,2,2,0,0,0
Nammage,24947538,0.722432095,0,783,1,2015,6/17/17,124,10/19/17,6/17/17,0,2,2,Ryan W. Ferguson,5/13/15,4/26/15,50,-0.24,43,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.02,0.705829919,-1.833302778,-1.833302778,6,6,6,0,0,0
Nauzemophonic,22709814,0,0,0,1,2014,10/1/14,1107,10/12/17,10/1/14,1,1,1,Ebola virus,10/1/14,10/1/14,1,30,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.079383283,29.9970003,29.9970003,1,1,1,0,0,0
Necent,26783598,0,0,0,1,2015,11/13/15,706,10/19/17,11/13/15,1,1,1,2015ã¢_Ü__16 University of Missouri protests,11/13/15,11/13/15,1,103,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,1,0.110601513,102.989701,102.989701,1,1,1,0,0,0
NekoKatsun,23242057,0.815355497,5,1064,0,2014,10/19/17,0,10/19/17,10/19/17,0,4,3,Death of Aaliyah,11/26/14,11/20/14,153,782.9542484,111,3,504,0.000127334,0.000671516,6,0.003015075,1,0.000502513,5,0.002512563,6,1,5,3.69E-05,blm,7,0.046357616,0.758134693,97.6921574,31.48142318,45,54,65,0,2,8
Nelson Joel,23088697,0,0,0,1,2014,11/6/14,1071,10/12/17,11/6/14,1,1,1,Ebola virus cases in the United States,11/6/14,11/6/14,2,0,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.49023606,0,0,1,2,2,0,0,0
NetworkOP,23595433,0,0,725,1,2014,12/20/16,296,10/12/17,12/20/16,0,5,3,Ebola virus disease,1/1/15,12/26/14,126,204.1507937,60,3,6549,0.001654578,0.000690154,55,0.027638191,13,0.006532663,42,0.021105528,94,37,57,0.006729013,ebola,8,0.063492063,0.83022769,268.2062269,204.1506316,60,126,349,7,23,83
NextGenSam619,21733618,0.963431988,9,1185,0,2014,9/28/17,16,10/14/17,9/28/17,0,2,2,2014 FIFA World Cup Final,7/9/14,7/1/14,139,105.6834532,52,2,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,3.04E-05,fifa,18,0.129496403,0.934377853,135.5977984,111.7528097,33,85,97,4,5,2
Nikzilla,22439607,0,0,0,1,2014,9/5/14,1133,10/12/17,9/5/14,1,1,1,West African Ebola virus epidemic,9/5/14,9/5/14,1,5,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.212745197,4.99950005,4.99950005,1,1,1,0,0,0
Niw1984,23653569,0,0,0,1,2015,1/1/15,1022,10/19/17,1/1/15,1,1,1,Shooting of Oscar Grant,1/1/15,1/1/15,1,-5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.414635348,-4.99950005,-4.99950005,1,1,1,0,0,0
Nqemgray,21414483,0,0,3,1,2014,5/19/14,1244,10/14/17,5/19/14,0,2,2,2013 protests in Brazil,5/19/14,5/16/14,14,52.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.05E-05,fifa,5,0.357142857,0.702476824,52.499625,52.499625,2,14,14,0,0,0
O.Stolz,26750562,0,0,28,1,2015,12/7/15,682,10/19/17,12/7/15,0,2,2,Shooting of Jamar Clark,11/20/15,11/9/15,14,589.5,7,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.071428571,0.890223334,589.4957893,589.4957893,7,14,14,0,0,0
Oakhilljoseph,23010121,0,0,1,1,2014,10/30/14,1078,10/12/17,10/30/14,1,1,1,West African Ebola virus epidemic,10/29/14,10/29/14,3,0.333333333,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.333333333,0.636054712,0.333322223,0.333322223,1,3,3,0,0,0
Ogmios78,24962314,0,0,0,1,2015,4/27/15,906,10/19/17,4/27/15,1,1,1,Death of Eric Garner,4/27/15,4/27/15,2,-394,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,blm,2,1,0.517018646,-393.980301,-393.980301,1,2,2,0,0,0
Ogramzes,21774013,0,0,6,1,2014,7/13/14,1189,10/14/17,7/13/14,0,2,2,2014 FIFA World Cup Final,7/13/14,7/7/14,2,32.5,2,2,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,1,0.5,0.187798413,39.33202227,32.49837508,2,2,3,0,0,1
Oiyarbepsy,21840846,0.977501862,63,1161,0,2014,9/19/17,25,10/14/17,9/19/17,0,2,2,List of 2014 FIFA World Cup controversies,7/20/14,7/16/14,2570,-123.5470817,2136,2,0,0,0.000558933,152,0.07638191,0,0,152,0.07638191,195,0,195,3.90E-05,fifa,72,0.028114018,0.97386288,425.3232582,-44.40750959,238,319,699,39,32,195
Okymyo,22166916,0.095501559,1,505,1,2014,12/29/15,653,10/12/17,12/29/15,1,3,3,Ebola virus,8/12/14,8/11/14,8,-82.375,3,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.125,0.371878707,228.914759,52.14211226,2,7,12,1,4,0
OliviaEMcCheyne,26710930,0,0,1,1,2015,11/5/15,714,10/19/17,11/5/15,0,2,2,Death of Freddie Gray,11/5/15,11/4/15,4,432.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.812903353,432.4891878,432.4891878,2,4,4,0,0,0
OliwierEOB,21660035,0,0,8,1,2014,6/28/14,1204,10/14/17,6/28/14,1,1,1,2014 FIFA World Cup statistics,6/20/14,6/20/14,1,-60,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.840686411,149.4925254,-59.9940006,1,1,2,1,0,0
Olympiads are best,21846768,0,0,1,1,2014,7/17/14,1185,10/14/17,7/17/14,0,2,2,2014 FIFA World Cup Final,7/17/14,7/16/14,6,74,4,2,0,0,0.000503271,2,0.001005025,1,0.000502513,1,0.000502513,4,3,1,0,fifa,5,0.833333333,0.327966211,80.57027757,73.99876669,4,6,7,0,0,1
Omelly97,21969174,0,0,0,1,2014,7/31/14,1169,10/12/17,7/31/14,1,1,1,West African Ebola virus epidemic,7/31/14,7/31/14,2,28.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.14324675,28.49857507,28.49857507,1,2,2,0,0,0
Omodeletobi,21915112,0,0,0,1,2014,7/25/14,1175,10/12/17,7/25/14,1,1,1,Ebola virus disease,7/25/14,7/25/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.385423119,0,0,1,1,1,0,0,0
Omuhnate,21723336,0.318426554,0,31,1,2014,7/30/14,1172,10/14/17,7/30/14,1,1,1,2014 FIFA World Cup statistics,6/29/14,6/29/14,2,-16,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.562481159,0,0,1,1,1,0,0,0
Ooebbbbyyy,21606496,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,-322,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.937889868,-321.9678032,-321.9678032,1,1,1,0,0,0
Ooopps,22117632,0,0,0,1,2014,8/8/14,1161,10/12/17,8/8/14,1,1,1,West African Ebola virus epidemic,8/8/14,8/8/14,1,6,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.297320846,5.99940006,5.99940006,1,1,1,0,0,0
OrganicEarth,25844825,0.79724619,2,60,1,2015,9/22/15,758,10/19/17,9/22/15,0,2,2,Shooting of Samuel DuBose,7/31/15,7/24/15,4246,124.1592087,1450,2,144,3.64E-05,0.00050403,28,0.014070352,21,0.010552764,7,0.003517588,70,47,23,0.00318418,blm,57,0.01344974,0.7386339,130.0025328,124.6219479,1328,3772,3943,116,5,49
Oskar Kopaczewski,21378766,0.770621133,8,111,1,2014,8/30/14,1141,10/14/17,8/30/14,0,2,2,1966 FIFA World Cup,5/11/14,5/11/14,50,16.44,31,2,6,1.52E-06,0.000502765,5,0.002512563,4,0.00201005,1,0.000502513,7,5,2,0,fifa,24,0.48,0.66154471,39.88877809,27.12112994,19,33,36,0,0,2
P4TG30RG13V,21625824,0,0,3,1,2014,6/18/14,1214,10/14/17,6/18/14,1,1,1,List of FIFA World Cup records,6/16/14,6/15/14,7,-1.714285714,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.142857143,0.83940125,-1.714261225,-1.714261225,2,7,7,0,0,0
Pencilthebee,26832848,0,0,0,1,2015,11/18/15,701,10/19/17,11/18/15,0,2,2,2015 Baltimore protests,11/18/15,11/18/15,2,614,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.600078319,613.9693015,613.9693015,2,2,2,0,0,0
PewdsBro12,25838030,0.582013669,12,160,1,2015,12/30/15,659,10/19/17,12/30/15,0,2,2,Death of Sandra Bland,7/27/15,7/23/15,56,4.517857143,36,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,16,0.285714286,0.559888904,1.642845408,1.642845408,9,14,14,0,0,0
Phoenix9630,21788124,0.719416863,0,1179,0,2014,9/29/17,15,10/14/17,9/29/17,1,1,1,2014 FIFA World Cup statistics,7/8/14,7/8/14,13,24,12,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.775859114,29.66617223,29.66617223,6,6,6,0,0,0
Pizzaguy232roundhouse,23272223,0,0,0,1,2014,11/23/14,1054,10/12/17,11/23/14,1,1,1,Ebola virus disease,11/23/14,11/23/14,2,-1,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola,0,0,0.493772611,-0.999950002,-0.999950002,1,2,2,0,0,0
Polugap,21704913,0.782215155,2,149,1,2014,11/23/14,1056,10/14/17,11/23/14,0,3,3,2014 FIFA World Cup,7/5/14,6/27/14,42,245.5952381,24,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,11,0.261904762,0.782670427,306.4316042,309.4713626,22,36,37,1,0,0
Pookiebabie,23331249,0,0,0,1,2014,11/29/14,1048,10/12/17,11/29/14,0,2,2,West African Ebola virus epidemic,11/29/14,11/29/14,2,-3.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,2,1,0.220459425,-3.499825009,-3.499825009,2,2,2,0,0,0
Poseidon Nep,21727454,0,0,20,1,2014,7/20/14,1182,10/14/17,7/20/14,1,1,1,National team appearances in the FIFA World Cup,6/30/14,6/30/14,219,97.72146119,66,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,fifa,19,0.086757991,0.768468683,97.72141657,97.72141657,66,219,219,0,0,0
Pprika,21787522,0,0,0,1,2014,7/8/14,1194,10/14/17,7/8/14,1,1,1,2014 FIFA World Cup statistics,7/8/14,7/8/14,1,9,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.738726474,8.99910009,8.99910009,1,1,1,0,0,0
Princessbananahammock,22097365,0,0,0,1,2014,8/7/14,1162,10/12/17,8/7/14,1,1,1,Ebola virus,8/7/14,8/7/14,1,34,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.077573652,33.99660034,33.99660034,1,1,1,0,0,0
Prinsgezinde,24340726,0.774819853,169,958,0,2015,10/19/17,0,10/19/17,10/19/17,0,3,3,List of wars and anthropogenic disasters by death toll,3/30/15,3/6/15,1114,26.81418312,633,3,33,8.34E-06,0.000502513,10,0.005025126,9,0.004522613,1,0.000502513,21,20,1,3.99E-06,blm,194,0.174617462,0.749028564,60.39266649,-102.1066842,113,178,219,28,0,11
Prisoner326,22716753,0.666496754,1,62,1,2014,12/2/14,1045,10/12/17,12/2/14,1,1,1,West African Ebola virus epidemic,10/1/14,10/1/14,12,-8.583333333,10,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.083333333,0.556335655,0,0,4,5,5,0,0,0
ProfessorLuka,24252134,0,0,4,1,2015,3/2/15,955,10/12/17,3/2/15,0,2,2,Ebola virus cases in the United States,3/2/15,2/26/15,10,7.8,4,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.84E-06,ebola,8,0.8,0.584907949,7.799922001,7.799922001,4,10,10,0,0,0
Proficuous,22988073,0,0,1,1,2014,10/28/14,1080,10/12/17,10/28/14,1,1,1,West African Ebola virus epidemic,10/27/14,10/27/14,9,25.33333333,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.111111111,0.726913202,25.33305185,25.33305185,2,9,9,0,0,0
Profoundblkwmn,24797594,0,0,0,1,2015,4/17/15,916,10/19/17,4/17/15,1,1,1,Shooting of John Crawford III,4/17/15,4/17/15,1,-8,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.268597942,-7.99920008,-7.99920008,1,1,1,0,0,0
PuffinSoc,22572488,0.882859092,11,120,1,2014,1/15/15,1001,10/12/17,1/15/15,0,4,3,West African Ebola virus epidemic,9/25/14,9/17/14,901,291.1265261,571,3,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,ebola,12,0.013468013,0.856165002,232.6871036,277.3563794,219,317,374,0,1,2
Puppy9000,22747637,0.734272603,21,958,1,2014,5/20/17,145,10/12/17,5/20/17,0,2,2,List of Ebola outbreaks,10/6/14,10/5/14,87,38.29885057,48,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,38,0.463414634,0.739245656,90.96060596,90.96060596,23,51,51,0,0,0
Pwfen,23673468,0,0,931,1,2015,7/22/17,82,10/12/17,7/22/17,1,1,1,West African Ebola virus epidemic timeline,1/3/15,1/3/15,3,325.3333333,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.619110798,586.5490383,325.3224893,2,3,9,2,1,3
QuartzReload,21639897,0,0,1095,1,2014,6/16/17,120,10/14/17,6/16/17,0,2,2,2014 FIFA World Cup,6/23/14,6/17/14,249,570.8915663,221,2,7367,0.001861242,0.000521103,76,0.038190955,6,0.003015075,70,0.035175879,107,30,77,0.001362764,fifa,26,0.10483871,0.930536617,585.8430224,570.891337,221,249,510,0,16,221
Qzd,26906394,0.966353442,133,692,0,2015,10/19/17,0,10/19/17,10/19/17,0,2,2,2015 Russian Sukhoi Su-24 shootdown,11/28/15,11/27/15,4945,84.31425683,4581,2,1010,0.000255172,0.000526592,103,0.051758794,11,0.005527638,92,0.046231156,110,12,98,0,blm,233,0.04729044,0.949554531,339.9561431,87.62336197,2214,2371,3649,19,29,1203
Rachelwalexander,21664415,0.720868425,0,546,1,2014,12/19/15,663,10/12/17,12/19/15,0,4,3,List of Ebola outbreaks,8/5/14,6/21/14,22,87.86363636,13,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola,0,0,0.666428759,30.44410618,33.14238368,4,7,9,0,2,0
Rajeshavaghela,21603545,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,67,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.98599516,66.99330067,66.99330067,1,1,1,0,0,0
Randomlettersinaspace,25800230,0,0,0,1,2015,7/18/15,824,10/19/17,7/18/15,1,1,1,Charleston church shooting,7/18/15,7/18/15,1,4,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.129007439,3.99960004,3.99960004,1,1,1,0,0,0
RapdosS,21607695,0,0,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,2,97,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.5,0.892516532,96.99515024,96.99515024,1,2,2,0,0,0
RatRat,24512952,0.821143483,6,791,1,2015,5/22/17,150,10/19/17,5/22/17,0,2,2,Death Grips,4/14/15,3/23/15,289,470.6816609,102,2,7,1.77E-06,0.000502513,7,0.003517588,6,0.003015075,1,0.000502513,8,7,1,0,blm,19,0.065743945,0.75973214,283.2315135,323.1505914,64,199,272,0,56,1
RazorThunder,21902977,0.648100153,0,997,1,2014,4/16/17,181,10/14/17,4/16/17,0,2,2,2010 FIFA World Cup knockout stage,7/25/14,7/24/14,24,68.5,17,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,4,0.166666667,0.668985849,80.99973,72.86330517,15,22,30,0,8,0
RealPyro,21981816,0,0,0,1,2014,7/31/14,1169,10/12/17,7/31/14,1,1,1,Ebola virus disease,7/31/14,7/31/14,1,21,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.070382385,20.99790021,20.99790021,1,1,1,0,0,0
Realtruth4all,26835139,0,0,0,1,2015,11/19/15,700,10/19/17,11/19/15,1,1,1,2015ã¢_Ü__16 University of Missouri protests,11/19/15,11/19/15,4,-4479.75,1,1,0,0,0.000502513,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,blm,4,1,0.209979051,-3051.738965,-4479.638009,1,4,5,0,0,1
RegistryKey,22632709,0.971713005,9,1105,0,2014,10/2/17,10,10/12/17,10/2/17,0,2,2,West African Ebola virus epidemic,9/30/14,9/23/14,190,735.3947368,161,2,3626,0.000916094,0.000719269,100,0.050251256,6,0.003015075,94,0.047236181,124,8,116,6.25E-06,ebola,26,0.137566138,0.963633882,1398.201568,1074.546892,94,115,421,15,28,181
Reyalfre,20668798,0,0,0,1,2014,1/29/14,1354,10/14/17,1/29/14,1,1,1,2014 FIFA World Cup broadcasting rights,1/29/14,1/29/14,1,13,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.971670483,12.99870013,12.99870013,1,1,1,0,0,0
Rich4527,22741668,0,0,0,1,2014,10/4/14,1104,10/12/17,10/4/14,1,1,1,West African Ebola virus epidemic,10/4/14,10/4/14,1,93,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.292553913,92.99070093,92.99070093,1,1,1,0,0,0
Rick13ellms,21816963,0,0,20,1,2014,8/1/14,1170,10/14/17,8/1/14,0,2,2,Brazil v Germany (2014 FIFA World Cup),7/13/14,7/12/14,15,37.46666667,7,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,4,4,0,0,fifa,10,0.714285714,0.332344407,37.46641689,37.46641689,7,15,15,0,0,0
Ricola.joe,22981203,0,0,0,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,Ebola virus cases in the United States,10/27/14,10/27/14,3,33,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola,3,1,0.354874703,32.99890004,32.99890004,1,3,3,0,0,0
Rjlnjd,24380114,0,0,0,1,2015,3/10/15,954,10/19/17,3/10/15,1,1,1,Shooting of Tony Robinson,3/10/15,3/10/15,1,3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.259463808,2.99970003,2.99970003,1,1,1,0,0,0
Rjryan94,21897518,0,0,0,1,2014,7/23/14,1184,10/19/17,7/23/14,1,1,1,Death of Eric Garner,7/23/14,7/23/14,1,-179,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.46093618,-178.9821018,-178.9821018,1,1,1,0,0,0
Rlincoln1986,23370248,0,0,0,1,2014,12/3/14,1051,10/19/17,12/3/14,1,1,1,Death of Eric Garner,12/3/14,12/3/14,2,4.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.292333173,4.499775011,4.499775011,1,2,2,0,0,0
Rochoa2,22926347,0,0,0,1,2014,10/22/14,1086,10/12/17,10/22/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/22/14,3,109,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.516814659,108.9963668,108.9963668,1,3,3,0,0,0
Rondo33,25866009,0,0,0,1,2015,7/27/15,815,10/19/17,7/27/15,1,3,3,Talk:Death of Sandra Bland,7/27/15,7/27/15,1,46,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.152402189,234.7441314,45.99540046,1,1,4,3,0,0
Rpdodds,21609041,0,0,733,1,2014,6/14/16,487,10/14/17,6/14/16,0,2,2,2014 FIFA World Cup statistics,6/13/14,6/12/14,5,31.4,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.639669402,31.39937201,31.39937201,2,5,5,0,0,0
Rusavuk,24848124,0,0,269,1,2015,1/14/16,644,10/19/17,1/14/16,0,2,2,Black Lives Matter,4/20/15,4/20/15,25,95.28,13,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,2,0.08,0.793164223,95.27961888,95.27961888,13,25,25,0,0,0
Russsdean,21799547,0,0,0,1,2014,7/10/14,1192,10/14/17,7/10/14,1,1,1,2014 FIFA World Cup statistics,7/10/14,7/10/14,1,0,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.774364353,0,0,1,1,1,0,0,0
S3oody8,26802104,0,0,436,1,2015,1/24/17,268,10/19/17,1/24/17,1,1,1,"Hands up, don't shoot",12/4/15,11/15/15,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.342810727,0,0,1,2,2,0,0,0
Saeranv,22278526,0.962582171,1,101,1,2014,11/30/14,1054,10/19/17,11/30/14,0,3,3,Talk:Shooting of Michael Brown,8/21/14,8/21/14,3,393.3333333,2,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.333333333,0.611716222,471.2808429,238.4880756,2,2,39,37,0,0
Sage1982,25517950,0.979208643,0,45,1,2015,8/1/15,810,10/19/17,8/1/15,0,2,2,Charleston church shooting,6/19/15,6/17/15,11,72,10,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.841827494,4.99995,4.99995,9,10,10,0,0,0
Sam3026885,23721311,0,0,0,1,2015,1/8/15,1008,10/12/17,1/8/15,1,1,1,Ebola virus,1/8/15,1/8/15,4,824.75,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0.000364792,ebola,4,1,0.520075493,824.7293818,824.7293818,1,4,4,0,0,0
SamanthaAnnesley,25098281,0,0,0,1,2015,5/7/15,896,10/19/17,5/7/15,1,1,1,2015 Baltimore protests,5/7/15,5/7/15,1,-134,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.497493264,-133.9866013,-133.9866013,1,1,1,0,0,0
SamSkulls,21825329,0.716160153,0,966,1,2014,3/6/17,222,10/14/17,3/6/17,1,1,1,2014 protests in Brazil,7/22/14,7/14/14,22,326.1818182,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.709959553,314.99775,341.8304847,1,12,14,1,1,0
SamuelOdinga,22376301,0.629193005,1,51,1,2014,10/20/14,1088,10/12/17,10/20/14,0,2,2,West African Ebola virus epidemic,10/8/14,8/30/14,79,36.4556962,58,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola,2,0.025974026,0.503742265,32.85289286,32.85289286,48,68,68,0,0,0
Samuelrowland,21526810,0.666437069,2,405,1,2014,7/10/15,827,10/14/17,7/10/15,0,5,3,Brazil,7/3/14,5/31/14,51,2.764705882,23,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,2,0.039215686,0.607602272,6.27269876,6.571397279,10,21,22,0,0,0
Sankhu01,21819126,0.811375385,2,66,1,2014,9/17/14,1123,10/14/17,9/17/14,1,1,1,2014 FIFA World Cup Final,7/13/14,7/13/14,6,50.33333333,5,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,4,4,0,1.96E-06,fifa,3,0.6,0.570562115,38.3320556,38.3320556,2,3,3,0,0,0
Sarahkooper,23520820,0,0,0,1,2014,12/18/14,1029,10/12/17,12/18/14,1,1,1,West African Ebola virus epidemic,12/18/14,12/18/14,2,527,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.75E-06,ebola,0,0,0.873988689,526.9736513,526.9736513,1,2,2,0,0,0
Saricmu,22035931,0,0,28,1,2014,8/31/14,1138,10/12/17,8/31/14,0,2,2,Ebola virus,8/31/14,8/3/14,4,-1.5,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.368974015,-1.499962501,-1.499962501,3,4,4,0,0,0
Satkara,23049166,0.702677871,0,1031,1,2014,8/29/17,44,10/12/17,8/29/17,1,1,1,Ebola virus disease in Mali,11/3/14,11/2/14,310,-64.16451613,54,1,6185,0.001562614,0.000668862,25,0.012562814,12,0.006030151,13,0.006532663,50,26,24,0.000448986,ebola,3,0.00974026,0.629095598,56.00926775,-62.29233811,49,301,431,34,2,40
Sayfutri,21566507,0,0,12,1,2014,6/18/14,1214,10/14/17,6/18/14,0,2,2,2014 FIFA World Cup Group A,6/12/14,6/6/14,56,906.8035714,19,2,3,7.58E-07,0.000502513,4,0.00201005,3,0.001507538,1,0.000502513,7,6,1,0,fifa,10,0.185185185,0.726680094,724.1520892,906.8019521,19,56,85,0,17,1
Scoottz,22788329,0,0,19,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/8/14,2,294,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.86018221,184.4953876,293.9853007,1,2,4,2,0,0
Scorcher592,22209020,0.707487841,1,62,1,2014,10/16/14,1092,10/12/17,10/16/14,1,1,1,West African Ebola virus epidemic,8/15/14,8/15/14,6,-21.83333333,4,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.22E-06,ebola,5,0.833333333,0.268587804,-24.99950001,-24.99950001,3,5,5,0,0,0
Scotch93,22249977,0,0,0,1,2014,8/18/14,1151,10/12/17,8/18/14,1,1,1,West African Ebola virus epidemic,8/18/14,8/18/14,1,29,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.726653546,28.99710029,28.99710029,1,1,1,0,0,0
