wpid,userid,time,death,newcomer_registyear,today,lastedit_tillend,last_censored,last_edit,event_newcomers,first_edit_type,first_edit_type3,first_eventedit_article,first_eventedit_date,registration,article_edits,article_sizediff,unique_articles,first_edit,betweenness,betweenness_norm,closeness_norm,degree,degree_norm,Indegree,Indegree_norm,Outdegree,Outdegree_norm,weighted_degree,weighted_Indegree,weighted_Outdegree,eigen,event,revert_count,revert_ratio,ave_true
NextGenSam619,21733618,1185,0,2014,9/28/17,16,10/14/17,9/28/17,0,2,2,2014 FIFA World Cup Final,7/9/14,7/1/14,139,105.6834532,52,2,0,0,0.00050226,3,0.001507538,3,0.001507538,0,0,3,3,0,3.04E-05,fifa,18,0.129496403,0.934377853
Nikzilla,22439607,0,1,2014,9/5/14,1133,10/12/17,9/5/14,1,1,1,West African Ebola virus epidemic,9/5/14,9/5/14,1,5,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,ebola,1,1,0.212745197
Niw1984,23653569,0,1,2015,1/1/15,1022,10/19/17,1/1/15,1,1,1,Shooting of Oscar Grant,1/1/15,1/1/15,1,-5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.414635348
Nqemgray,21414483,3,1,2014,5/19/14,1244,10/14/17,5/19/14,0,2,2,2013 protests in Brazil,5/19/14,5/16/14,14,52.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.05E-05,fifa,5,0.357142857,0.702476824
O.Stolz,26750562,28,1,2015,12/7/15,682,10/19/17,12/7/15,0,2,2,Shooting of Jamar Clark,11/20/15,11/9/15,14,589.5,7,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.071428571,0.890223334
Oakhilljoseph,23010121,1,1,2014,10/30/14,1078,10/12/17,10/30/14,1,1,1,West African Ebola virus epidemic,10/29/14,10/29/14,3,0.333333333,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,0.333333333,0.636054712
Ogmios78,24962314,0,1,2015,4/27/15,906,10/19/17,4/27/15,1,1,1,Death of Eric Garner,4/27/15,4/27/15,2,-394,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,blm,2,1,0.517018646
Ogramzes,21774013,6,1,2014,7/13/14,1189,10/14/17,7/13/14,0,2,2,2014 FIFA World Cup Final,7/13/14,7/7/14,2,32.5,2,2,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,fifa,1,0.5,0.187798413
Oiyarbepsy,21840846,1161,0,2014,9/19/17,25,10/14/17,9/19/17,0,2,2,List of 2014 FIFA World Cup controversies,7/20/14,7/16/14,2570,-123.5470817,2136,2,0,0,0.000558933,152,0.07638191,0,0,152,0.07638191,195,0,195,3.90E-05,fifa,72,0.028114018,0.97386288
Okymyo,22166916,505,1,2014,12/29/15,653,10/12/17,12/29/15,1,3,3,Ebola virus,8/12/14,8/11/14,8,-82.375,3,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.125,0.371878707
OliviaEMcCheyne,26710930,1,1,2015,11/5/15,714,10/19/17,11/5/15,0,2,2,Death of Freddie Gray,11/5/15,11/4/15,4,432.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.812903353
OliwierEOB,21660035,8,1,2014,6/28/14,1204,10/14/17,6/28/14,1,1,1,2014 FIFA World Cup statistics,6/20/14,6/20/14,1,-60,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.840686411
Olympiads are best,21846768,1,1,2014,7/17/14,1185,10/14/17,7/17/14,0,2,2,2014 FIFA World Cup Final,7/17/14,7/16/14,6,74,4,2,0,0,0.000503271,2,0.001005025,1,0.000502513,1,0.000502513,4,3,1,0,fifa,5,0.833333333,0.327966211
Omelly97,21969174,0,1,2014,7/31/14,1169,10/12/17,7/31/14,1,1,1,West African Ebola virus epidemic,7/31/14,7/31/14,2,28.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.14324675
Omodeletobi,21915112,0,1,2014,7/25/14,1175,10/12/17,7/25/14,1,1,1,Ebola virus disease,7/25/14,7/25/14,1,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.385423119
Omuhnate,21723336,31,1,2014,7/30/14,1172,10/14/17,7/30/14,1,1,1,2014 FIFA World Cup statistics,6/29/14,6/29/14,2,-16,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.562481159
Ooebbbbyyy,21606496,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,-322,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.937889868
Ooopps,22117632,0,1,2014,8/8/14,1161,10/12/17,8/8/14,1,1,1,West African Ebola virus epidemic,8/8/14,8/8/14,1,6,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.297320846
OrganicEarth,25844825,60,1,2015,9/22/15,758,10/19/17,9/22/15,0,2,2,Shooting of Samuel DuBose,7/31/15,7/24/15,4246,124.1592087,1450,2,144,3.64E-05,0.00050403,28,0.014070352,21,0.010552764,7,0.003517588,70,47,23,0.00318418,blm,57,0.01344974,0.7386339
Oskar Kopaczewski,21378766,111,1,2014,8/30/14,1141,10/14/17,8/30/14,0,2,2,1966 FIFA World Cup,5/11/14,5/11/14,50,16.44,31,2,6,1.52E-06,0.000502765,5,0.002512563,4,0.00201005,1,0.000502513,7,5,2,0,fifa,24,0.48,0.66154471
P4TG30RG13V,21625824,3,1,2014,6/18/14,1214,10/14/17,6/18/14,1,1,1,List of FIFA World Cup records,6/16/14,6/15/14,7,-1.714285714,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.142857143,0.83940125
Pencilthebee,26832848,0,1,2015,11/18/15,701,10/19/17,11/18/15,0,2,2,2015 Baltimore protests,11/18/15,11/18/15,2,614,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.600078319
PewdsBro12,25838030,160,1,2015,12/30/15,659,10/19/17,12/30/15,0,2,2,Death of Sandra Bland,7/27/15,7/23/15,56,4.517857143,36,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,16,0.285714286,0.559888904
Phoenix9630,21788124,1179,0,2014,9/29/17,15,10/14/17,9/29/17,1,1,1,2014 FIFA World Cup statistics,7/8/14,7/8/14,13,24,12,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.775859114
Pizzaguy232roundhouse,23272223,0,1,2014,11/23/14,1054,10/12/17,11/23/14,1,1,1,Ebola virus disease,11/23/14,11/23/14,2,-1,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola,0,0,0.493772611
Polugap,21704913,149,1,2014,11/23/14,1056,10/14/17,11/23/14,0,3,3,2014 FIFA World Cup,7/5/14,6/27/14,42,245.5952381,24,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,11,0.261904762,0.782670427
Pookiebabie,23331249,0,1,2014,11/29/14,1048,10/12/17,11/29/14,0,2,2,West African Ebola virus epidemic,11/29/14,11/29/14,2,-3.5,2,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,2,1,0.220459425
Poseidon Nep,21727454,20,1,2014,7/20/14,1182,10/14/17,7/20/14,1,1,1,National team appearances in the FIFA World Cup,6/30/14,6/30/14,219,97.72146119,66,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,fifa,19,0.086757991,0.768468683
Pprika,21787522,0,1,2014,7/8/14,1194,10/14/17,7/8/14,1,1,1,2014 FIFA World Cup statistics,7/8/14,7/8/14,1,9,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,1,0.738726474
Princessbananahammock,22097365,0,1,2014,8/7/14,1162,10/12/17,8/7/14,1,1,1,Ebola virus,8/7/14,8/7/14,1,34,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.077573652
Prinsgezinde,24340726,958,0,2015,10/19/17,0,10/19/17,10/19/17,0,3,3,List of wars and anthropogenic disasters by death toll,3/30/15,3/6/15,1114,26.81418312,633,3,33,8.34E-06,0.000502513,10,0.005025126,9,0.004522613,1,0.000502513,21,20,1,3.99E-06,blm,194,0.174617462,0.749028564
Prisoner326,22716753,62,1,2014,12/2/14,1045,10/12/17,12/2/14,1,1,1,West African Ebola virus epidemic,10/1/14,10/1/14,12,-8.583333333,10,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.083333333,0.556335655
ProfessorLuka,24252134,4,1,2015,3/2/15,955,10/12/17,3/2/15,0,2,2,Ebola virus cases in the United States,3/2/15,2/26/15,10,7.8,4,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.84E-06,ebola,8,0.8,0.584907949
Proficuous,22988073,1,1,2014,10/28/14,1080,10/12/17,10/28/14,1,1,1,West African Ebola virus epidemic,10/27/14,10/27/14,9,25.33333333,2,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,0.111111111,0.726913202
Profoundblkwmn,24797594,0,1,2015,4/17/15,916,10/19/17,4/17/15,1,1,1,Shooting of John Crawford III,4/17/15,4/17/15,1,-8,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.268597942
PuffinSoc,22572488,120,1,2014,1/15/15,1001,10/12/17,1/15/15,0,4,3,West African Ebola virus epidemic,9/25/14,9/17/14,901,291.1265261,571,3,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,ebola,12,0.013468013,0.856165002
Puppy9000,22747637,958,1,2014,5/20/17,145,10/12/17,5/20/17,0,2,2,List of Ebola outbreaks,10/6/14,10/5/14,87,38.29885057,48,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,38,0.463414634,0.739245656
Pwfen,23673468,931,1,2015,7/22/17,82,10/12/17,7/22/17,1,1,1,West African Ebola virus epidemic timeline,1/3/15,1/3/15,3,325.3333333,2,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,0,0,0.619110798
QuartzReload,21639897,1095,1,2014,6/16/17,120,10/14/17,6/16/17,0,2,2,2014 FIFA World Cup,6/23/14,6/17/14,249,570.8915663,221,2,7367,0.001861242,0.000521103,76,0.038190955,6,0.003015075,70,0.035175879,107,30,77,0.001362764,fifa,26,0.10483871,0.930536617
Qzd,26906394,692,0,2015,10/19/17,0,10/19/17,10/19/17,0,2,2,2015 Russian Sukhoi Su-24 shootdown,11/28/15,11/27/15,4945,84.31425683,4581,2,1010,0.000255172,0.000526592,103,0.051758794,11,0.005527638,92,0.046231156,110,12,98,0,blm,233,0.04729044,0.949554531
Rachelwalexander,21664415,546,1,2014,12/19/15,663,10/12/17,12/19/15,0,4,3,List of Ebola outbreaks,8/5/14,6/21/14,22,87.86363636,13,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,3,3,0,0,ebola,0,0,0.666428759
Rajeshavaghela,21603545,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,67,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.98599516
Randomlettersinaspace,25800230,0,1,2015,7/18/15,824,10/19/17,7/18/15,1,1,1,Charleston church shooting,7/18/15,7/18/15,1,4,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.129007439
RapdosS,21607695,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,2,97,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,1,0.5,0.892516532
RatRat,24512952,791,1,2015,5/22/17,150,10/19/17,5/22/17,0,2,2,Death Grips,4/14/15,3/23/15,289,470.6816609,102,2,7,1.77E-06,0.000502513,7,0.003517588,6,0.003015075,1,0.000502513,8,7,1,0,blm,19,0.065743945,0.75973214
RazorThunder,21902977,997,1,2014,4/16/17,181,10/14/17,4/16/17,0,2,2,2010 FIFA World Cup knockout stage,7/25/14,7/24/14,24,68.5,17,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,4,0.166666667,0.668985849
RealPyro,21981816,0,1,2014,7/31/14,1169,10/12/17,7/31/14,1,1,1,Ebola virus disease,7/31/14,7/31/14,1,21,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.070382385
Realtruth4all,26835139,0,1,2015,11/19/15,700,10/19/17,11/19/15,1,1,1,2015ã¢_Ü__16 University of Missouri protests,11/19/15,11/19/15,4,-4479.75,1,1,0,0,0.000502513,2,0.001005025,1,0.000502513,1,0.000502513,2,1,1,0,blm,4,1,0.209979051
RegistryKey,22632709,1105,0,2014,10/2/17,10,10/12/17,10/2/17,0,2,2,West African Ebola virus epidemic,9/30/14,9/23/14,190,735.3947368,161,2,3626,0.000916094,0.000719269,100,0.050251256,6,0.003015075,94,0.047236181,124,8,116,6.25E-06,ebola,26,0.137566138,0.963633882
Reyalfre,20668798,0,1,2014,1/29/14,1354,10/14/17,1/29/14,1,1,1,2014 FIFA World Cup broadcasting rights,1/29/14,1/29/14,1,13,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.971670483
Rich4527,22741668,0,1,2014,10/4/14,1104,10/12/17,10/4/14,1,1,1,West African Ebola virus epidemic,10/4/14,10/4/14,1,93,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.292553913
Rick13ellms,21816963,20,1,2014,8/1/14,1170,10/14/17,8/1/14,0,2,2,Brazil v Germany (2014 FIFA World Cup),7/13/14,7/12/14,15,37.46666667,7,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,4,4,0,0,fifa,10,0.714285714,0.332344407
Ricola.joe,22981203,0,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,Ebola virus cases in the United States,10/27/14,10/27/14,3,33,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,ebola,3,1,0.354874703
Rjlnjd,24380114,0,1,2015,3/10/15,954,10/19/17,3/10/15,1,1,1,Shooting of Tony Robinson,3/10/15,3/10/15,1,3,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.259463808
Rjryan94,21897518,0,1,2014,7/23/14,1184,10/19/17,7/23/14,1,1,1,Death of Eric Garner,7/23/14,7/23/14,1,-179,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.46093618
Rlincoln1986,23370248,0,1,2014,12/3/14,1051,10/19/17,12/3/14,1,1,1,Death of Eric Garner,12/3/14,12/3/14,2,4.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.292333173
Rochoa2,22926347,0,1,2014,10/22/14,1086,10/12/17,10/22/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/22/14,3,109,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.516814659
Rondo33,25866009,0,1,2015,7/27/15,815,10/19/17,7/27/15,1,3,3,Talk:Death of Sandra Bland,7/27/15,7/27/15,1,46,1,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.152402189
Rpdodds,21609041,733,1,2014,6/14/16,487,10/14/17,6/14/16,0,2,2,2014 FIFA World Cup statistics,6/13/14,6/12/14,5,31.4,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.639669402
Rusavuk,24848124,269,1,2015,1/14/16,644,10/19/17,1/14/16,0,2,2,Black Lives Matter,4/20/15,4/20/15,25,95.28,13,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0.000195397,blm,2,0.08,0.793164223
Russsdean,21799547,0,1,2014,7/10/14,1192,10/14/17,7/10/14,1,1,1,2014 FIFA World Cup statistics,7/10/14,7/10/14,1,0,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.774364353
S3oody8,26802104,436,1,2015,1/24/17,268,10/19/17,1/24/17,1,1,1,"Hands up, don't shoot",12/4/15,11/15/15,2,0,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,1,0.5,0.342810727
Saeranv,22278526,101,1,2014,11/30/14,1054,10/19/17,11/30/14,0,3,3,Talk:Shooting of Michael Brown,8/21/14,8/21/14,3,393.3333333,2,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,0.333333333,0.611716222
Sage1982,25517950,45,1,2015,8/1/15,810,10/19/17,8/1/15,0,2,2,Charleston church shooting,6/19/15,6/17/15,11,72,10,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.841827494
Sam3026885,23721311,0,1,2015,1/8/15,1008,10/12/17,1/8/15,1,1,1,Ebola virus,1/8/15,1/8/15,4,824.75,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0.000364792,ebola,4,1,0.520075493
SamanthaAnnesley,25098281,0,1,2015,5/7/15,896,10/19/17,5/7/15,1,1,1,2015 Baltimore protests,5/7/15,5/7/15,1,-134,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,1,1,0.497493264
SamSkulls,21825329,966,1,2014,3/6/17,222,10/14/17,3/6/17,1,1,1,2014 protests in Brazil,7/22/14,7/14/14,22,326.1818182,3,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.709959553
SamuelOdinga,22376301,51,1,2014,10/20/14,1088,10/12/17,10/20/14,0,2,2,West African Ebola virus epidemic,10/8/14,8/30/14,79,36.4556962,58,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,ebola,2,0.025974026,0.503742265
Samuelrowland,21526810,405,1,2014,7/10/15,827,10/14/17,7/10/15,0,5,3,Brazil,7/3/14,5/31/14,51,2.764705882,23,3,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,2,0.039215686,0.607602272
Sankhu01,21819126,66,1,2014,9/17/14,1123,10/14/17,9/17/14,1,1,1,2014 FIFA World Cup Final,7/13/14,7/13/14,6,50.33333333,5,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,4,4,0,1.96E-06,fifa,3,0.6,0.570562115
Sarahkooper,23520820,0,1,2014,12/18/14,1029,10/12/17,12/18/14,1,1,1,West African Ebola virus epidemic,12/18/14,12/18/14,2,527,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.75E-06,ebola,0,0,0.873988689
Saricmu,22035931,28,1,2014,8/31/14,1138,10/12/17,8/31/14,0,2,2,Ebola virus,8/31/14,8/3/14,4,-1.5,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.368974015
Satkara,23049166,1031,1,2014,8/29/17,44,10/12/17,8/29/17,1,1,1,Ebola virus disease in Mali,11/3/14,11/2/14,310,-64.16451613,54,1,6185,0.001562614,0.000668862,25,0.012562814,12,0.006030151,13,0.006532663,50,26,24,0.000448986,ebola,3,0.00974026,0.629095598
Sayfutri,21566507,12,1,2014,6/18/14,1214,10/14/17,6/18/14,0,2,2,2014 FIFA World Cup Group A,6/12/14,6/6/14,56,906.8035714,19,2,3,7.58E-07,0.000502513,4,0.00201005,3,0.001507538,1,0.000502513,7,6,1,0,fifa,10,0.185185185,0.726680094
Scoottz,22788329,19,1,2014,10/27/14,1081,10/12/17,10/27/14,1,1,1,West African Ebola virus epidemic,10/22/14,10/8/14,2,294,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.86018221
Scorcher592,22209020,62,1,2014,10/16/14,1092,10/12/17,10/16/14,1,1,1,West African Ebola virus epidemic,8/15/14,8/15/14,6,-21.83333333,4,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,1.22E-06,ebola,5,0.833333333,0.268587804
Scotch93,22249977,0,1,2014,8/18/14,1151,10/12/17,8/18/14,1,1,1,West African Ebola virus epidemic,8/18/14,8/18/14,1,29,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.726653546
Seardluin,21742088,0,1,2014,7/2/14,1200,10/14/17,7/2/14,1,1,1,2014 FIFA World Cup disciplinary record,7/2/14,7/2/14,1,6,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.752861783
Sedlarczuk,23003822,1,1,2014,10/30/14,1078,10/12/17,10/30/14,1,1,1,West African Ebola virus epidemic,10/29/14,10/29/14,3,0,1,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0.000195261,ebola,2,0.666666667,0.672253434
Sethyre,26338745,434,1,2015,11/30/16,323,10/19/17,11/30/16,1,4,3,Talk:2015ã¢_Ü__16 University of Missouri protests,11/12/15,9/23/15,3,155,2,3,8,2.02E-06,0.000503271,6,0.003015075,2,0.001005025,4,0.00201005,7,2,5,0,blm,2,0.666666667,0.666133348
Sgt1988,24330416,0,1,2015,3/5/15,959,10/19/17,3/5/15,1,1,1,"Hands up, don't shoot",3/5/15,3/5/15,1,1209,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.317704787
ShadowHawk555,23071829,741,1,2014,11/14/16,339,10/19/17,11/14/16,0,2,2,Ferguson unrest,2/17/15,11/4/14,34,27.55882353,15,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,9,0.264705882,0.792647752
Shadowvault,23005758,86,1,2014,1/23/15,993,10/12/17,1/23/15,1,3,3,West African Ebola virus epidemic,11/10/14,10/29/14,1,8,1,3,113,2.85E-05,0.000502513,5,0.002512563,4,0.00201005,1,0.000502513,7,6,1,0.000306847,ebola,1,1,0.332765608
Shakiratrackleb,21606065,0,1,2014,6/12/14,1220,10/14/17,6/12/14,0,2,2,We Are One (Ole Ola),6/12/14,6/12/14,12,63.33333333,6,2,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,2,0.166666667,0.427692118
Shakiriwein,21624935,0,1,2014,6/15/14,1217,10/14/17,6/15/14,1,1,1,2014 FIFA World Cup Group F,6/15/14,6/15/14,1,54,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,2,2,0,0,fifa,1,1,0.744786707
Shastaman19,22953194,0,1,2014,10/24/14,1084,10/12/17,10/24/14,1,1,1,West African Ebola virus epidemic,10/24/14,10/24/14,1,2,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,4.80E-06,ebola,1,1,0.356698653
Shriram10,22233382,3,1,2014,8/20/14,1149,10/12/17,8/20/14,1,1,1,West African Ebola virus epidemic,8/20/14,8/17/14,1,18,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,ebola,1,1,0.226060555
Siguy85,21954978,16,1,2014,8/14/14,1162,10/19/17,8/14/14,1,1,1,Death of Eric Garner,7/29/14,7/29/14,4,187,1,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,0,0,0.164089028
Silvrcraze,24297747,1,1,2015,3/3/15,961,10/19/17,3/3/15,0,2,2,Shooting of John Crawford III,3/3/15,3/2/15,4,133,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,0,0,0.230111222
Sirgrossgergeofficial,22064290,202,1,2014,2/23/15,962,10/12/17,2/23/15,1,1,1,Ebola virus,8/5/14,8/5/14,2,144.5,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,0,0,0.519782858
Sizzlingsteve669,22143495,0,1,2014,8/10/14,1159,10/12/17,8/10/14,1,1,1,Ebola virus,8/10/14,8/10/14,1,-3325,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,1,1,0.035486951
Skubydoo,26373160,304,1,2015,7/28/16,448,10/19/17,7/28/16,0,3,3,New England Patriots,10/28/15,9/28/15,100,274.9,49,3,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,1.25E-05,blm,21,0.21,0.808312127
Snd0,21602800,614,1,2014,2/16/16,604,10/12/17,2/16/16,0,2,2,West African Ebola virus epidemic,7/28/14,6/12/14,26,215.9615385,6,2,0,0,0.000502513,1,0.000502513,0,0,1,0.000502513,1,0,1,0,ebola,1,0.038461538,0.715131026
Soccer addict980,21781730,0,1,2014,7/8/14,1194,10/14/17,7/8/14,1,1,1,2014 FIFA World Cup preparations,7/8/14,7/8/14,3,-2.333333333,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,3,1,0.248201783
Some of everything,25593358,845,0,2015,10/16/17,3,10/19/17,10/16/17,0,2,2,2015 Chattanooga shootings,7/21/15,6/24/15,225,230.92,69,2,1,2.53E-07,0.000502512,2,0.001005025,1,0.000502513,1,0.000502513,4,1,3,0,blm,11,0.050691244,0.817438017
Somuchstuffismeta,24975166,0,1,2015,4/27/15,906,10/19/17,4/27/15,1,1,1,2015 Baltimore protests,4/27/15,4/27/15,9,58,2,1,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,2,2,0,0,blm,1,0.111111111,0.478151179
Sos edelbi23,21606501,0,1,2014,6/12/14,1220,10/14/17,6/12/14,1,1,1,2014 FIFA World Cup broadcasting rights,6/12/14,6/12/14,1,34,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.863892242
Spanzi,21613175,1,1,2014,6/14/14,1218,10/14/17,6/14/14,1,1,1,2014 FIFA World Cup Group D,6/14/14,6/13/14,1,-1,1,1,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.559274037
Stamboliyski,22271376,1105,1,2014,8/29/17,51,10/19/17,8/29/17,0,2,2,Syndicalist Group Movement,8/27/14,8/20/14,546,927.7252747,336,2,0,0,0.00050226,2,0.001005025,2,0.001005025,0,0,3,3,0,0,blm,7,0.013035382,0.852176957
Starstr,22661304,129,1,2014,2/2/15,983,10/12/17,2/2/15,1,1,1,West African Ebola virus epidemic,9/26/14,9/26/14,722,441.7825485,64,1,6340,0.001601775,0.000519164,12,0.006030151,9,0.004522613,3,0.001507538,44,40,4,0.000310812,ebola,21,0.029288703,0.795570602
StealthyJoker85,23377551,58,1,2014,1/30/15,993,10/19/17,1/30/15,0,2,2,Murder of Anni Dewani,12/8/14,12/3/14,70,136.2,52,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,blm,7,0.1,0.598366538
StjJackson,25806245,822,0,2015,10/18/17,1,10/19/17,10/18/17,1,1,1,List of riots,7/19/15,7/19/15,424,44.23349057,340,1,0,0,0.00050226,1,0.000502513,1,0.000502513,0,0,1,1,0,0,blm,17,0.04009434,0.799738264
Superjonboy01,21561671,559,1,2014,12/16/15,668,10/14/17,12/16/15,0,2,2,2014 FIFA World Cup squads,7/9/14,6/5/14,3,58,3,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,fifa,0,0,0.899973422
Swaggyswig,22957991,45,1,2014,12/9/14,1038,10/12/17,12/9/14,0,2,2,West African Ebola virus epidemic,12/9/14,10/25/14,2,9.5,2,2,0,0,0.00050226,0,0,0,0,0,0,0,0,0,0,ebola,2,1,0.445637453
